cluster,Label
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
7,pigeonpeas
7,pigeonpeas
7,pigeonpeas
7,pigeonpeas
7,pigeonpeas
7,pigeonpeas
7,pigeonpeas
7,pigeonpeas
7,pigeonpeas
7,pigeonpeas
7,pigeonpeas
6,pigeonpeas
7,pigeonpeas
6,pigeonpeas
7,pigeonpeas
7,pigeonpeas
7,pigeonpeas
5,pigeonpeas
7,pigeonpeas
7,pigeonpeas
7,pigeonpeas
7,pigeonpeas
5,pigeonpeas
3,pigeonpeas
5,pigeonpeas
5,pigeonpeas
7,pigeonpeas
7,pigeonpeas
7,pigeonpeas
5,pigeonpeas
7,pigeonpeas
7,pigeonpeas
7,pigeonpeas
5,pigeonpeas
7,pigeonpeas
5,pigeonpeas
7,pigeonpeas
6,pigeonpeas
5,pigeonpeas
7,pigeonpeas
7,pigeonpeas
7,pigeonpeas
7,pigeonpeas
7,pigeonpeas
5,pigeonpeas
6,pigeonpeas
5,pigeonpeas
6,pigeonpeas
7,pigeonpeas
7,pigeonpeas
7,pigeonpeas
7,pigeonpeas
7,pigeonpeas
6,pigeonpeas
7,pigeonpeas
7,pigeonpeas
7,pigeonpeas
7,pigeonpeas
7,pigeonpeas
7,pigeonpeas
7,pigeonpeas
7,pigeonpeas
7,pigeonpeas
3,pigeonpeas
6,pigeonpeas
0,pigeonpeas
0,pigeonpeas
7,pigeonpeas
7,pigeonpeas
5,pigeonpeas
7,pigeonpeas
7,pigeonpeas
3,pigeonpeas
7,pigeonpeas
7,pigeonpeas
6,pigeonpeas
7,pigeonpeas
7,pigeonpeas
6,pigeonpeas
7,pigeonpeas
3,pigeonpeas
5,pigeonpeas
5,pigeonpeas
7,pigeonpeas
7,pigeonpeas
3,pigeonpeas
7,pigeonpeas
7,pigeonpeas
6,pigeonpeas
7,pigeonpeas
7,pigeonpeas
5,pigeonpeas
5,pigeonpeas
3,pigeonpeas
7,pigeonpeas
0,pigeonpeas
7,pigeonpeas
0,pigeonpeas
3,pigeonpeas
7,pigeonpeas
7,mothbeans
7,mothbeans
6,mothbeans
6,mothbeans
6,mothbeans
7,mothbeans
6,mothbeans
6,mothbeans
6,mothbeans
6,mothbeans
6,mothbeans
6,mothbeans
7,mothbeans
6,mothbeans
6,mothbeans
3,mothbeans
6,mothbeans
7,mothbeans
6,mothbeans
6,mothbeans
6,mothbeans
7,mothbeans
7,mothbeans
6,mothbeans
7,mothbeans
6,mothbeans
7,mothbeans
7,mothbeans
7,mothbeans
7,mothbeans
3,mothbeans
7,mothbeans
7,mothbeans
7,mothbeans
6,mothbeans
7,mothbeans
6,mothbeans
7,mothbeans
7,mothbeans
6,mothbeans
6,mothbeans
7,mothbeans
7,mothbeans
6,mothbeans
3,mothbeans
6,mothbeans
6,mothbeans
6,mothbeans
7,mothbeans
6,mothbeans
6,mothbeans
6,mothbeans
6,mothbeans
6,mothbeans
6,mothbeans
3,mothbeans
3,mothbeans
7,mothbeans
6,mothbeans
6,mothbeans
6,mothbeans
7,mothbeans
7,mothbeans
6,mothbeans
6,mothbeans
7,mothbeans
3,mothbeans
6,mothbeans
6,mothbeans
6,mothbeans
7,mothbeans
6,mothbeans
6,mothbeans
6,mothbeans
6,mothbeans
7,mothbeans
7,mothbeans
6,mothbeans
6,mothbeans
7,mothbeans
7,mothbeans
7,mothbeans
7,mothbeans
6,mothbeans
6,mothbeans
7,mothbeans
6,mothbeans
6,mothbeans
6,mothbeans
7,mothbeans
6,mothbeans
7,mothbeans
6,mothbeans
6,mothbeans
6,mothbeans
6,mothbeans
6,mothbeans
6,mothbeans
7,mothbeans
7,mothbeans
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,mungbean
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
3,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
3,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,blackgram
6,lentil
6,lentil
6,lentil
3,lentil
6,lentil
3,lentil
6,lentil
6,lentil
3,lentil
6,lentil
3,lentil
6,lentil
6,lentil
6,lentil
3,lentil
3,lentil
6,lentil
6,lentil
6,lentil
3,lentil
6,lentil
6,lentil
6,lentil
6,lentil
6,lentil
6,lentil
3,lentil
6,lentil
6,lentil
6,lentil
3,lentil
6,lentil
6,lentil
3,lentil
6,lentil
6,lentil
6,lentil
6,lentil
6,lentil
6,lentil
3,lentil
6,lentil
3,lentil
6,lentil
3,lentil
3,lentil
6,lentil
6,lentil
6,lentil
6,lentil
3,lentil
6,lentil
3,lentil
3,lentil
6,lentil
6,lentil
6,lentil
6,lentil
6,lentil
6,lentil
6,lentil
3,lentil
3,lentil
6,lentil
6,lentil
6,lentil
3,lentil
6,lentil
6,lentil
6,lentil
3,lentil
3,lentil
6,lentil
6,lentil
6,lentil
6,lentil
6,lentil
3,lentil
6,lentil
6,lentil
3,lentil
6,lentil
6,lentil
6,lentil
6,lentil
3,lentil
3,lentil
3,lentil
6,lentil
3,lentil
6,lentil
6,lentil
6,lentil
6,lentil
3,lentil
6,lentil
3,lentil
6,lentil
6,lentil
6,lentil
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
2,pomegranate
1,banana
1,banana
1,banana
1,banana
3,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
3,banana
3,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
3,banana
1,banana
1,banana
1,banana
1,banana
3,banana
1,banana
1,banana
3,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
1,banana
7,mango
7,mango
7,mango
7,mango
7,mango
7,mango
7,mango
7,mango
7,mango
7,mango
7,mango
7,mango
6,mango
7,mango
7,mango
7,mango
7,mango
7,mango
7,mango
7,mango
7,mango
7,mango
6,mango
7,mango
7,mango
7,mango
7,mango
7,mango
7,mango
7,mango
7,mango
6,mango
7,mango
7,mango
7,mango
7,mango
7,mango
7,mango
6,mango
7,mango
7,mango
6,mango
7,mango
7,mango
7,mango
7,mango
7,mango
7,mango
6,mango
7,mango
7,mango
7,mango
7,mango
7,mango
6,mango
7,mango
7,mango
7,mango
6,mango
6,mango
7,mango
7,mango
7,mango
7,mango
6,mango
7,mango
7,mango
7,mango
7,mango
6,mango
7,mango
7,mango
7,mango
7,mango
6,mango
7,mango
7,mango
7,mango
7,mango
7,mango
7,mango
7,mango
7,mango
7,mango
7,mango
7,mango
7,mango
7,mango
7,mango
7,mango
7,mango
7,mango
7,mango
7,mango
7,mango
7,mango
7,mango
6,mango
7,mango
7,mango
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
4,grapes
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,watermelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
1,muskmelon
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
4,apple
2,orange
2,orange
2,orange
2,orange
2,orange
2,orange
2,orange
2,orange
6,orange
2,orange
2,orange
2,orange
2,orange
2,orange
2,orange
2,orange
6,orange
2,orange
2,orange
2,orange
2,orange
2,orange
2,orange
2,orange
2,orange
6,orange
2,orange
2,orange
2,orange
6,orange
6,orange
2,orange
2,orange
2,orange
2,orange
2,orange
2,orange
2,orange
2,orange
2,orange
2,orange
2,orange
2,orange
2,orange
6,orange
2,orange
2,orange
2,orange
6,orange
2,orange
2,orange
2,orange
2,orange
2,orange
2,orange
2,orange
2,orange
2,orange
6,orange
6,orange
2,orange
2,orange
2,orange
2,orange
2,orange
2,orange
2,orange
2,orange
2,orange
2,orange
2,orange
2,orange
2,orange
2,orange
2,orange
6,orange
2,orange
2,orange
2,orange
2,orange
2,orange
2,orange
6,orange
6,orange
2,orange
2,orange
2,orange
2,orange
2,orange
6,orange
6,orange
2,orange
2,orange
6,orange
6,orange
6,orange
2,orange
2,orange
2,orange
2,orange
0,papaya
6,papaya
6,papaya
0,papaya
0,papaya
0,papaya
0,papaya
0,papaya
0,papaya
0,papaya
0,papaya
6,papaya
0,papaya
6,papaya
0,papaya
0,papaya
6,papaya
6,papaya
0,papaya
6,papaya
6,papaya
6,papaya
6,papaya
0,papaya
6,papaya
0,papaya
0,papaya
6,papaya
6,papaya
6,papaya
6,papaya
6,papaya
0,papaya
6,papaya
6,papaya
6,papaya
0,papaya
0,papaya
6,papaya
0,papaya
0,papaya
0,papaya
6,papaya
6,papaya
0,papaya
6,papaya
6,papaya
0,papaya
0,papaya
6,papaya
0,papaya
0,papaya
0,papaya
2,papaya
0,papaya
1,papaya
6,papaya
1,papaya
0,papaya
0,papaya
0,papaya
6,papaya
0,papaya
1,papaya
1,papaya
6,papaya
6,papaya
6,papaya
1,papaya
0,papaya
1,papaya
0,papaya
0,papaya
6,papaya
0,papaya
0,papaya
6,papaya
0,papaya
0,papaya
1,papaya
6,papaya
6,papaya
0,papaya
0,papaya
0,papaya
0,papaya
6,papaya
0,papaya
6,papaya
1,papaya
3,papaya
0,papaya
6,papaya
0,papaya
6,papaya
6,papaya
6,papaya
0,papaya
0,papaya
0,papaya
0,coconut
0,coconut
2,coconut
2,coconut
2,coconut
2,coconut
2,coconut
2,coconut
0,coconut
2,coconut
2,coconut
0,coconut
2,coconut
2,coconut
0,coconut
2,coconut
0,coconut
2,coconut
0,coconut
2,coconut
2,coconut
2,coconut
2,coconut
0,coconut
2,coconut
2,coconut
2,coconut
2,coconut
0,coconut
2,coconut
2,coconut
2,coconut
0,coconut
2,coconut
0,coconut
2,coconut
0,coconut
0,coconut
0,coconut
0,coconut
2,coconut
2,coconut
2,coconut
2,coconut
0,coconut
2,coconut
2,coconut
2,coconut
0,coconut
0,coconut
2,coconut
2,coconut
2,coconut
2,coconut
0,coconut
0,coconut
2,coconut
2,coconut
2,coconut
0,coconut
2,coconut
2,coconut
0,coconut
2,coconut
2,coconut
0,coconut
0,coconut
0,coconut
2,coconut
2,coconut
2,coconut
2,coconut
2,coconut
2,coconut
2,coconut
2,coconut
2,coconut
2,coconut
2,coconut
2,coconut
0,coconut
0,coconut
2,coconut
2,coconut
2,coconut
2,coconut
0,coconut
2,coconut
2,coconut
0,coconut
2,coconut
2,coconut
2,coconut
0,coconut
0,coconut
0,coconut
0,coconut
2,coconut
2,coconut
2,coconut
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
1,cotton
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
0,jute
